"id";"qid";"lang";"source";"Remarks";"Dclt"
6213;499;"Go";"func findMin(nums []int) int {
 
}";"";"2020-03-25 15:18:19"
6214;499;"Kotlin";"class Solution {
    fun findMin(nums: IntArray): Int {
 
    }
}";"";"2020-03-25 15:18:19"
6215;499;"Python3";"class Solution:
    def findMin(self, nums: List[int]) -> int:";"";"2020-03-25 15:18:19"
6216;499;"JavaScript";"/**
 * @param {number[]} nums
 * @return {number}
 */
var findMin = function(nums) {
 
};";"";"2020-03-25 15:18:19"
6217;499;"PHP";"class Solution {
 
    /**
     * @param Integer[] $nums
     * @return Integer
     */
    function findMin($nums) {
 
    }
}";"";"2020-03-25 15:18:19"
6218;499;"Swift";"class Solution {
    func findMin(_ nums: [Int]) -> Int {
 
    }
}";"";"2020-03-25 15:18:19"
6219;499;"Ruby";"# @param {Integer[]} nums
# @return {Integer}
def find_min(nums)
 
end";"";"2020-03-25 15:18:19"
6220;499;"Python";"class Solution(object):
    def findMin(self, nums):
        """"""
        :type nums: List[int]
        :rtype: int
        """"""";"";"2020-03-25 15:18:19"
6221;500;"C#";"public class Solution {
    public int MctFromLeafValues(int[] arr) {
 
    }
}";"";"2020-03-25 15:18:19"
6222;500;"Java";"class Solution {
    public int mctFromLeafValues(int[] arr) {
 
    }
}";"";"2020-03-25 15:18:19"
6223;500;"Rust";"impl Solution {
    pub fn mct_from_leaf_values(arr: Vec<i32>) -> 
i32 {
        
    }
}";"";"2020-03-25 15:18:19"
6224;500;"C";"int mctFromLeafValues(int* arr, int arrSize){
 
}";"";"2020-03-25 15:18:19"
6225;500;"Scala";"object Solution {
    def mctFromLeafValues(arr: Array[Int]): Int = {
 
    }
}";"";"2020-03-25 15:18:19"
6226;500;"Go";"func mctFromLeafValues(arr []int) int {
 
}";"";"2020-03-25 15:18:19"
6227;500;"Kotlin";"class Solution {
    fun mctFromLeafValues(arr: IntArray): Int {
 
    }
}";"";"2020-03-25 15:18:19"
6228;500;"Python3";"class Solution:
    def mctFromLeafValues(self, arr: List[int]) -> 
int:";"";"2020-03-25 15:18:19"
6229;500;"JavaScript";"/**
 * @param {number[]} arr
 * @return {number}
 */
var mctFromLeafValues = function(arr) {
 
};";"";"2020-03-25 15:18:19"
6230;500;"PHP";"class Solution {";"";"2020-03-25 15:18:19"
6231;500;"Swift";"class Solution {
    func mctFromLeafValues(_ arr: [Int]) -> Int {
        
    }
}";"";"2020-03-25 15:18:19"
6232;500;"Ruby";"# @param {Integer[]} arr
# @return {Integer}
def mct_from_leaf_values(arr)
 
end";"";"2020-03-25 15:18:19"
6233;500;"Python";"class Solution(object):
    def mctFromLeafValues(self, arr):
        """"""
        :type arr: List[int]
        :rtype: int
        """"""";"";"2020-03-25 15:18:19"
6234;501;"C#";"public class Solution {
    public int NumMatchingSubseq(string S, string[] 
words) {
 
    }
}";"";"2020-03-25 15:18:19"
6235;501;"Java";"class Solution {
    public int numMatchingSubseq(String S, String[] 
words) {
 
    }
}";"";"2020-03-25 15:18:19"
6236;501;"C";"int numMatchingSubseq(char * S, char ** words, int 
wordsSize){
 
}";"";"2020-03-25 15:18:19"
6237;501;"Rust";"impl Solution {
    pub fn num_matching_subseq(s: String, words: 
Vec<String>) -> i32 {
        
    }
}";"";"2020-03-25 15:18:19"
6238;501;"Scala";"object Solution {
    def numMatchingSubseq(S: String, words: Array
[String]): Int = {
 
    }
}";"";"2020-03-25 15:18:19"
6239;501;"Go";"func numMatchingSubseq(S string, words []string) 
int {
 
}";"";"2020-03-25 15:18:19"
6240;501;"Kotlin";"class Solution {
    fun numMatchingSubseq(S: String, words: 
Array<String>): Int {
 
    }
}";"";"2020-03-25 15:18:19"
6241;501;"Python3";"class Solution:
    def numMatchingSubseq(self, S: str, words: List
[str]) -> int:";"";"2020-03-25 15:18:19"
6242;501;"JavaScript";"/**
 * @param {string} S
 * @param {string[]} words
 * @return {number}
 */
var numMatchingSubseq = function(S, words) {
 
};";"";"2020-03-25 15:18:19"
6243;501;"PHP";"class Solution {
 
    /**
     * @param String $S
     * @param String[] $words
     * @return Integer
     */
    function numMatchingSubseq($S, $words) {
        
    }
}";"";"2020-03-25 15:18:19"
6244;501;"Swift";"class Solution {
    func numMatchingSubseq(_ S: String, _ words: 
[String]) -> Int {
        
    }
}";"";"2020-03-25 15:18:19"
6245;501;"Ruby";"# @param {String} s
# @param {String[]} words
# @return {Integer}
def num_matching_subseq(s, words)
 
end";"";"2020-03-25 15:18:19"
6246;501;"Python";"class Solution(object):
    def numMatchingSubseq(self, S, words):
        """"""
        :type S: str
        :type words: List[str]
        :rtype: int
        """"""";"";"2020-03-25 15:18:19"
6247;502;"C#";"public class Solution {
    public int[] ClosestDivisors(int num) {
 
    }
}";"";"2020-03-25 15:18:19"
6248;502;"Java";"class Solution {
    public int[] closestDivisors(int num) {
 
    }
}";"";"2020-03-25 15:18:19"
6249;502;"C";"/**
 * Note: The returned array must be malloced, 
assume caller calls free().
 */
int* closestDivisors(int num, int* returnSize){
 
}";"";"2020-03-25 15:18:19"
6250;502;"Rust";"impl Solution {
    pub fn closest_divisors(num: i32) -> Vec<i32> {
 
    }
}";"";"2020-03-25 15:18:19"
6251;502;"Scala";"object Solution {
    def closestDivisors(num: Int): Array[Int] = {
 
    }
}";"";"2020-03-25 15:18:19"
6252;502;"Go";"func closestDivisors(num int) []int {
 
}";"";"2020-03-25 15:18:19"
6253;502;"Kotlin";"class Solution {
    fun closestDivisors(num: Int): IntArray {
 
    }
}";"";"2020-03-25 15:18:19"
6254;502;"Python3";"class Solution:
    def closestDivisors(self, num: int) -> List[int]
:";"";"2020-03-25 15:18:19"
6255;502;"JavaScript";"/**
 * @param {number} num
 * @return {number[]}
 */
var closestDivisors = function(num) {
 
};";"";"2020-03-25 15:18:19"
6256;502;"PHP";"class Solution {
 
    /**
     * @param Integer $num
     * @return Integer[]
     */
    function closestDivisors($num) {
 
    }
}";"";"2020-03-25 15:18:19"
6257;502;"Swift";"class Solution {
    func closestDivisors(_ num: Int) -> [Int] {
 
    }
}";"";"2020-03-25 15:18:19"
6258;502;"Ruby";"# @param {Integer} num
# @return {Integer[]}
def closest_divisors(num)
 
end";"";"2020-03-25 15:18:19"
6259;502;"Python";"class Solution(object):
    def closestDivisors(self, num):
        """"""
        :type num: int
        :rtype: List[int]
        """"""";"";"2020-03-25 15:18:19"
6260;503;"C#";"public class Solution {
    public bool PossibleBipartition(int N, int[][] 
dislikes) {
 
    }
}";"";"2020-03-25 15:18:19"
6261;503;"Java";"class Solution {
    public boolean possibleBipartition(int N, int[]
[] dislikes) {
 
    }
}";"";"2020-03-25 15:18:19"
6262;503;"Rust";"impl Solution {
    pub fn possible_bipartition(n: i32, dislikes: 
Vec<Vec<i32>>) -> bool {
        
    }
}";"";"2020-03-25 15:18:19"
6263;503;"C";"bool possibleBipartition(int N, int** dislikes, int 
dislikesSize, int* dislikesColSize){
 
}";"";"2020-03-25 15:18:19"
6264;503;"Scala";"object Solution {
    def possibleBipartition(N: Int, dislikes: Array
[Array[Int]]): Boolean = {
 
    }
}";"";"2020-03-25 15:18:19"
6265;503;"Go";"func possibleBipartition(N int, dislikes [][]int) 
bool {
 
}";"";"2020-03-25 15:18:19"
6266;503;"Kotlin";"class Solution {
    fun possibleBipartition(N: Int, dislikes: 
Array<IntArray>): Boolean {
 
    }
}";"";"2020-03-25 15:18:19"
6267;503;"Python3";"class Solution:
    def possibleBipartition(self, N: int, dislikes: 
List[List[int]]) -> bool:";"";"2020-03-25 15:18:19"
6268;503;"JavaScript";"/**
 * @param {number} N
 * @param {number[][]} dislikes
 * @return {boolean}
 */
var possibleBipartition = function(N, dislikes) {
 
};";"";"2020-03-25 15:18:19"
6269;503;"PHP";"";"";"2020-03-25 15:18:19"
6270;503;"Swift";"class Solution {
    func possibleBipartition(_ N: Int, _ dislikes: [
[Int]]) -> Bool {
        
    }
}";"";"2020-03-25 15:18:19"
6271;503;"Ruby";"# @param {Integer} n
# @param {Integer[][]} dislikes
# @return {Boolean}
def possible_bipartition(n, dislikes)
 
end";"";"2020-03-25 15:18:19"
6272;503;"Python";"class Solution(object):
    def possibleBipartition(self, N, dislikes):
        """"""
        :type N: int
        :type dislikes: List[List[int]]
        :rtype: bool
        """"""";"";"2020-03-25 15:18:19"
6273;504;"C#";"public class Solution {
    public int[] SortByBits(int[] arr) {
 
    }
}";"";"2020-03-25 15:18:19"
6274;504;"Java";"class Solution {
    public int[] sortByBits(int[] arr) {
 
    }
}";"";"2020-03-25 15:18:19"
6275;504;"C";"/**
 * Note: The returned array must be malloced, 
assume caller calls free().
 */
int* sortByBits(int* arr, int arrSize, int* 
returnSize){
 
}";"";"2020-03-25 15:18:19"
6276;504;"Rust";"impl Solution {
    pub fn sort_by_bits(arr: Vec<i32>) -> Vec<i32> {
 
    }
}";"";"2020-03-25 15:18:19"
6277;504;"Scala";"object Solution {
    def sortByBits(arr: Array[Int]): Array[Int] = {
 
    }
}";"";"2020-03-25 15:18:19"
6278;504;"Go";"func sortByBits(arr []int) []int {
 
}";"";"2020-03-25 15:18:19"
6279;504;"Kotlin";"class Solution {
    fun sortByBits(arr: IntArray): IntArray {
 
    }
}";"";"2020-03-25 15:18:19"
6280;504;"Python3";"class Solution:
    def sortByBits(self, arr: List[int]) -> List
[int]:";"";"2020-03-25 15:18:19"
6281;504;"JavaScript";"/**
 * @param {number[]} arr
 * @return {number[]}
 */
var sortByBits = function(arr) {
 
};";"";"2020-03-25 15:18:19"
6282;504;"PHP";"class Solution {
 
    /**
     * @param Integer[] $arr
     * @return Integer[]
     */
    function sortByBits($arr) {
 
    }
}";"";"2020-03-25 15:18:19"
6283;504;"Swift";"class Solution {
    func sortByBits(_ arr: [Int]) -> [Int] {
 
    }
}";"";"2020-03-25 15:18:19"
6284;504;"Ruby";"# @param {Integer[]} arr";"";"2020-03-25 15:18:19"
6285;504;"Python";"class Solution(object):
    def sortByBits(self, arr):
        """"""
        :type arr: List[int]
        :rtype: List[int]
        """"""";"";"2020-03-25 15:18:19"
6286;505;"C#";"public class Solution {
    public int SmallestDistancePair(int[] nums, int 
k) {
 
    }
}";"";"2020-03-25 15:18:19"
6287;505;"Java";"class Solution {
    public int smallestDistancePair(int[] nums, int 
k) {
 
    }
}";"";"2020-03-25 15:18:19"
6288;505;"Rust";"impl Solution {
    pub fn smallest_distance_pair(nums: Vec<i32>, 
k: i32) -> i32 {
        
    }
}";"";"2020-03-25 15:18:19"
6289;505;"C";"int smallestDistancePair(int* nums, int numsSize, 
int k){
 
}";"";"2020-03-25 15:18:19"
6290;505;"Scala";"object Solution {
    def smallestDistancePair(nums: Array[Int], k: 
Int): Int = {
 
    }
}";"";"2020-03-25 15:18:19"
6291;505;"Go";"func smallestDistancePair(nums []int, k int) int {
 
}";"";"2020-03-25 15:18:19"
6292;505;"Kotlin";"class Solution {
    fun smallestDistancePair(nums: IntArray, k: Int)
: Int {
 
    }
}";"";"2020-03-25 15:18:19"
6293;505;"Python3";"class Solution:
    def smallestDistancePair(self, nums: List[int], 
k: int) -> int:";"";"2020-03-25 15:18:19"
6294;505;"JavaScript";"/**
 * @param {number[]} nums
 * @param {number} k
 * @return {number}
 */
var smallestDistancePair = function(nums, k) {
 
};";"";"2020-03-25 15:18:19"
6295;505;"PHP";"class Solution {
 
    /**
     * @param Integer[] $nums
     * @param Integer $k
     * @return Integer
     */
    function smallestDistancePair($nums, $k) {
        
    }
}";"";"2020-03-25 15:18:19"
6296;505;"Swift";"class Solution {
    func smallestDistancePair(_ nums: [Int], _ k: 
Int) -> Int {
        
    }
}";"";"2020-03-25 15:18:19"
6297;505;"Ruby";"# @param {Integer[]} nums
# @param {Integer} k
# @return {Integer}
def smallest_distance_pair(nums, k)
 
end";"";"2020-03-25 15:18:19"
6298;505;"Python";"class Solution(object):
    def smallestDistancePair(self, nums, k):
        """"""
        :type nums: List[int]
        :type k: int
        :rtype: int
        """"""";"";"2020-03-25 15:18:19"
6299;506;"C#";"public class StackOfPlates {
 
    public StackOfPlates(int cap) {
 
    }
    
    public void Push(int val) {
 
    }
    
    public int Pop() {
 
    }
    
    public int PopAt(int index) {
 
    }
}
 
/**
 * Your StackOfPlates object will be instantiated 
and called as such:
 * StackOfPlates obj = new StackOfPlates(cap);
 * obj.Push(val);
 * int param_2 = obj.Pop();
 * int param_3 = obj.PopAt(index);";"";"2020-03-25 15:18:19"
6300;506;"Java";"class StackOfPlates {
 
    public StackOfPlates(int cap) {
 
    }
    
    public void push(int val) {
 
    }
    
    public int pop() {
 
    }
    
    public int popAt(int index) {
 
    }
}
 
/**
 * Your StackOfPlates object will be instantiated 
and called as such:
 * StackOfPlates obj = new StackOfPlates(cap);
 * obj.push(val);
 * int param_2 = obj.pop();
 * int param_3 = obj.popAt(index);";"";"2020-03-25 15:18:19"
6301;506;"Rust";"struct StackOfPlates {
 
}
 
 
/**
 * `&self` means the method takes an immutable 
reference.
 * If you need a mutable reference, change it to `&
mut self` instead.
 */
impl StackOfPlates {
 
    fn new(cap: i32) -> Self {
 
    }
    
    fn push(&self, val: i32) {
 
    }
    
    fn pop(&self) -> i32 {
 
    }
    
    fn pop_at(&self, index: i32) -> i32 {";"";"2020-03-25 15:18:19"
6302;506;"C";"typedef struct {
 
} StackOfPlates;
 
 
StackOfPlates* stackOfPlatesCreate(int cap) {
 
}
 
void stackOfPlatesPush(StackOfPlates* obj, int val) 
{
 
}
 
int stackOfPlatesPop(StackOfPlates* obj) {
 
}
 
int stackOfPlatesPopAt(StackOfPlates* obj, int 
index) {
 
}
 
void stackOfPlatesFree(StackOfPlates* obj) {
 
}";"";"2020-03-25 15:18:19"
6303;506;"Scala";"class StackOfPlates(_cap: Int) {
 
    def push(`val`: Int) {
 
    }
 
    def pop(): Int = {
 
    }
 
    def popAt(index: Int): Int = {
 
    }
 
}
 
/**
 * Your StackOfPlates object will be instantiated 
and called as such:
 * var obj = new StackOfPlates(cap)
 * obj.push(`val`)
 * var param_2 = obj.pop()
 * var param_3 = obj.popAt(index)
 */";"";"2020-03-25 15:18:19"
6304;506;"Go";"type StackOfPlates struct {
 
}
 
 
func Constructor(cap int) StackOfPlates {
 
}
 
 
func (this *StackOfPlates) Push(val int)  {
 
}
 
 
func (this *StackOfPlates) Pop() int {
 
}
 
 
func (this *StackOfPlates) PopAt(index int) int {
 
}
 
 
/**";"";"2020-03-25 15:18:19"
6305;506;"Kotlin";"class StackOfPlates(cap: Int) {
 
    fun push(`val`: Int) {
 
    }
 
    fun pop(): Int {
 
    }
 
    fun popAt(index: Int): Int {
 
    }
 
}
 
/**
 * Your StackOfPlates object will be instantiated 
and called as such:
 * var obj = StackOfPlates(cap)
 * obj.push(`val`)
 * var param_2 = obj.pop()
 * var param_3 = obj.popAt(index)
 */";"";"2020-03-25 15:18:19"
6306;506;"Python3";"class StackOfPlates:
 
    def __init__(self, cap: int):
 
 
    def push(self, val: int) -> None:
 
 
    def pop(self) -> int:
 
 
    def popAt(self, index: int) -> int:
 
 
 
# Your StackOfPlates object will be instantiated 
and called as such:
# obj = StackOfPlates(cap)
# obj.push(val)
# param_2 = obj.pop()
# param_3 = obj.popAt(index)";"";"2020-03-25 15:18:19"
6307;506;"JavaScript";"/**
 * @param {number} cap
 */
var StackOfPlates = function(cap) {
 
};
 
/** 
 * @param {number} val
 * @return {void}
 */
StackOfPlates.prototype.push = function(val) {
 
};
 
/**
 * @return {number}
 */
StackOfPlates.prototype.pop = function() {
 
};
 
/** 
 * @param {number} index
 * @return {number}
 */";"";"2020-03-25 15:18:19"
6308;506;"PHP";"class StackOfPlates {
    /**
     * @param Integer $cap
     */
    function __construct($cap) {
 
    }
 
    /**
     * @param Integer $val
     * @return NULL
     */
    function push($val) {
 
    }
 
    /**
     * @return Integer
     */
    function pop() {
 
    }
 
    /**
     * @param Integer $index
     * @return Integer";"";"2020-03-25 15:18:19"
6309;506;"Swift";"class StackOfPlates {
 
    init(_ cap: Int) {
 
    }
    
    func push(_ val: Int) {
 
    }
    
    func pop() -> Int {
 
    }
    
    func popAt(_ index: Int) -> Int {
 
    }
}
 
/**
 * Your StackOfPlates object will be instantiated 
and called as such:
 * let obj = StackOfPlates(cap)
 * obj.push(val)
 * let ret_2: Int = obj.pop()
 * let ret_3: Int = obj.popAt(index)";"";"2020-03-25 15:18:19"
6310;506;"Ruby";"class StackOfPlates
 
=begin
    :type cap: Integer
=end
    def initialize(cap)
 
    end
 
 
=begin
    :type val: Integer
    :rtype: Void
=end
    def push(val)
 
    end
 
 
=begin
    :rtype: Integer
=end
    def pop()
 
    end
 ";"";"2020-03-25 15:18:19"
6311;506;"Python";"class StackOfPlates(object):
 
    def __init__(self, cap):
        """"""
        :type cap: int
        """"""
 
 
    def push(self, val):
        """"""
        :type val: int
        :rtype: None
        """"""
 
 
    def pop(self):
        """"""
        :rtype: int
        """"""
 
 
    def popAt(self, index):
        """"""
        :type index: int
        :rtype: int
        """"""";"";"2020-03-25 15:18:19"
6312;507;"C#";"public class Solution {
    public bool SplitArraySameAverage(int[] A) {
 
    }
}";"";"2020-03-25 15:18:19"
6313;507;"Java";"class Solution {
    public boolean splitArraySameAverage(int[] A) {
 
    }
}";"";"2020-03-25 15:18:19"
6314;507;"Rust";"impl Solution {
    pub fn split_array_same_average(a: Vec<i32>) -> 
bool {
        
    }
}";"";"2020-03-25 15:18:19"
6315;507;"C";"bool splitArraySameAverage(int* A, int ASize){
 
}";"";"2020-03-25 15:18:19"
6316;507;"Scala";"object Solution {
    def splitArraySameAverage(A: Array[Int]): 
Boolean = {
 
    }
}";"";"2020-03-25 15:18:19"
6317;507;"Python3";"class Solution:
    def splitArraySameAverage(self, A: List[int]) 
-> bool:";"";"2020-03-25 15:18:19"
6318;507;"JavaScript";"/**
 * @param {number[]} A
 * @return {boolean}
 */
var splitArraySameAverage = function(A) {
 
};";"";"2020-03-25 15:18:19"
6319;507;"Go";"func splitArraySameAverage(A []int) bool {
 
}";"";"2020-03-25 15:18:19"
6320;507;"PHP";"class Solution {";"";"2020-03-25 15:18:19"
6321;507;"Ruby";"# @param {Integer[]} a
# @return {Boolean}
def split_array_same_average(a)
 
end";"";"2020-03-25 15:18:19"
6322;507;"Kotlin";"class Solution {
    fun splitArraySameAverage(A: IntArray): Boolean 
{
 
    }
}";"";"2020-03-25 15:18:19"
6323;507;"Python";"class Solution(object):
    def splitArraySameAverage(self, A):
        """"""
        :type A: List[int]
        :rtype: bool
        """"""";"";"2020-03-25 15:18:19"
6324;508;"C#";"public class Solution {
    public bool CheckInclusion(string s1, string s2)
 {
 
    }
}";"";"2020-03-25 15:18:19"
6325;508;"Java";"class Solution {
    public boolean checkInclusion(String s1, String 
s2) {
 
    }
}";"";"2020-03-25 15:18:19"
6326;508;"Rust";"impl Solution {
    pub fn check_inclusion(s1: String, s2: String) 
-> bool {
        
    }
}";"";"2020-03-25 15:18:19"
6327;508;"C";"bool checkInclusion(char * s1, char * s2){
 
}";"";"2020-03-25 15:18:19"
6328;508;"Scala";"object Solution {
    def checkInclusion(s1: String, s2: String): 
Boolean = {
 
    }
}";"";"2020-03-25 15:18:19"
6329;508;"Go";"func checkInclusion(s1 string, s2 string) bool {
 
}";"";"2020-03-25 15:18:19"
6330;508;"Kotlin";"class Solution {
    fun checkInclusion(s1: String, s2: String): 
Boolean {
 
    }
}";"";"2020-03-25 15:18:19"
6331;508;"Python3";"class Solution:
    def checkInclusion(self, s1: str, s2: str) -> 
bool:";"";"2020-03-25 15:18:19"
6332;508;"JavaScript";"/**
 * @param {string} s1
 * @param {string} s2
 * @return {boolean}
 */
var checkInclusion = function(s1, s2) {
 
};";"";"2020-03-25 15:18:19"
6333;508;"PHP";"class Solution {";"";"2020-03-25 15:18:19"
6334;508;"Swift";"class Solution {
    func checkInclusion(_ s1: String, _ s2: String) 
-> Bool {
        
    }
}";"";"2020-03-25 15:18:19"
6335;508;"Ruby";"# @param {String} s1
# @param {String} s2
# @return {Boolean}
def check_inclusion(s1, s2)
 
end";"";"2020-03-25 15:18:19"
6336;508;"Python";"class Solution(object):
    def checkInclusion(self, s1, s2):
        """"""
        :type s1: str
        :type s2: str
        :rtype: bool
        """"""";"";"2020-03-25 15:18:19"
6337;509;"MySQL";"# Write your MySQL query statement below";"";"2020-03-25 15:18:19"
6338;509;"MS SQL Server";"/* Write your T-SQL query statement below */";"";"2020-03-25 15:18:19"
6339;509;"Oracle";"/* Write your PL/SQL query statement below */";"";"2020-03-25 15:18:19"
6340;510;"C#";"public class Solution {
    public uint reverseBits(uint n) {
        
    }
}";"";"2020-03-25 15:18:19"
6341;510;"Java";"public class Solution {
    // you need treat n as an unsigned value
    public int reverseBits(int n) {
        
    }
}";"";"2020-03-25 15:18:19"
6342;510;"C++";"class Solution {";"";"2020-03-25 15:18:19"
6343;510;"C";"uint32_t reverseBits(uint32_t n) {
    
}";"";"2020-03-25 15:18:19"
6344;510;"Python3";"class Solution:
    def reverseBits(self, n: int) -> int:";"";"2020-03-25 15:18:19"
6345;510;"JavaScript";"/**
 * @param {number} n - a positive integer
 * @return {number} - a positive integer
 */
var reverseBits = function(n) {
    
};";"";"2020-03-25 15:18:19"
6346;510;"Go";"func reverseBits(num uint32) uint32 {
    
}";"";"2020-03-25 15:18:19"
6347;510;"Swift";"class Solution {
    func reverseBits(_ n: Int) -> Int {
        
    }
}";"";"2020-03-25 15:18:19"
6348;510;"Ruby";"# @param {Integer} n, a positive integer
# @return {Integer}
def reverse_bits(n)
    
end";"";"2020-03-25 15:18:19"
6349;510;"Python";"class Solution:
    # @param n, an integer
    # @return an integer
    def reverseBits(self, n):";"";"2020-03-25 15:18:19"
6350;511;"C#";"public class Solution {
    public int MissingNumber(int[] nums) {
 
    }
}";"";"2020-03-25 15:18:20"
6351;511;"Java";"class Solution {
    public int missingNumber(int[] nums) {
 
    }
}";"";"2020-03-25 15:18:20"
6352;511;"C";"int missingNumber(int* nums, int numsSize){
 
}";"";"2020-03-25 15:18:20"
6353;511;"Rust";"impl Solution {
    pub fn missing_number(nums: Vec<i32>) -> i32 {
 
    }
}";"";"2020-03-25 15:18:20"
6354;511;"Scala";"object Solution {
    def missingNumber(nums: Array[Int]): Int = {
 
    }
}";"";"2020-03-25 15:18:20"
6355;511;"Go";"func missingNumber(nums []int) int {
 
}";"";"2020-03-25 15:18:20"
6356;511;"Kotlin";"class Solution {
    fun missingNumber(nums: IntArray): Int {
 
    }
}";"";"2020-03-25 15:18:20"
6357;511;"Python3";"class Solution:
    def missingNumber(self, nums: List[int]) -> int:";"";"2020-03-25 15:18:20"
6358;511;"JavaScript";"/**
 * @param {number[]} nums
 * @return {number}
 */
var missingNumber = function(nums) {
 
};";"";"2020-03-25 15:18:20"
6359;511;"PHP";"class Solution {
 
    /**
     * @param Integer[] $nums
     * @return Integer
     */
    function missingNumber($nums) {
 
    }
}";"";"2020-03-25 15:18:20"
6360;511;"Swift";"class Solution {
    func missingNumber(_ nums: [Int]) -> Int {
 
    }
}";"";"2020-03-25 15:18:20"
6361;511;"Ruby";"# @param {Integer[]} nums
# @return {Integer}
def missing_number(nums)
 
end";"";"2020-03-25 15:18:20"
6362;511;"Python";"class Solution(object):
    def missingNumber(self, nums):
        """"""
        :type nums: List[int]
        :rtype: int
        """"""";"";"2020-03-25 15:18:20"
6363;512;"C#";"public class Solution {
    public bool HasAlternatingBits(int n) {
 
    }
}";"";"2020-03-25 15:18:20"
6364;512;"Java";"class Solution {
    public boolean hasAlternatingBits(int n) {
 
    }
}";"";"2020-03-25 15:18:20"
6365;512;"C";"bool hasAlternatingBits(int n){
 
}";"";"2020-03-25 15:18:20"
6366;512;"Rust";"impl Solution {
    pub fn has_alternating_bits(n: i32) -> bool {
        
    }
}";"";"2020-03-25 15:18:20"
6367;512;"Scala";"object Solution {
    def hasAlternatingBits(n: Int): Boolean = {
 
    }
}";"";"2020-03-25 15:18:20"
6368;512;"Go";"func hasAlternatingBits(n int) bool {
 
}";"";"2020-03-25 15:18:20"
6369;512;"Kotlin";"class Solution {
    fun hasAlternatingBits(n: Int): Boolean {
 
    }
}";"";"2020-03-25 15:18:20"
6370;512;"Python3";"class Solution:
    def hasAlternatingBits(self, n: int) -> bool:";"";"2020-03-25 15:18:20"
6371;512;"JavaScript";"/**
 * @param {number} n
 * @return {boolean}
 */
var hasAlternatingBits = function(n) {
 
};";"";"2020-03-25 15:18:20"
6372;512;"PHP";"class Solution {
 
    /**
     * @param Integer $n
     * @return Boolean
     */
    function hasAlternatingBits($n) {
        
    }
}";"";"2020-03-25 15:18:20"
6373;512;"Swift";"class Solution {
    func hasAlternatingBits(_ n: Int) -> Bool {
        
    }
}";"";"2020-03-25 15:18:20"
6374;512;"Ruby";"# @param {Integer} n
# @return {Boolean}
def has_alternating_bits(n)
 
end";"";"2020-03-25 15:18:20"
6375;512;"Python";"class Solution(object):
    def hasAlternatingBits(self, n):
        """"""
        :type n: int
        :rtype: bool
        """"""";"";"2020-03-25 15:18:20"
6376;513;"C#";"public class Solution {
    public string CrackSafe(int n, int k) {
 
    }
}";"";"2020-03-25 15:18:20"
6377;513;"Java";"class Solution {
    public String crackSafe(int n, int k) {
 
    }
}";"";"2020-03-25 15:18:20"
6378;513;"C";"char * crackSafe(int n, int k){
 
}";"";"2020-03-25 15:18:20"
6379;513;"Rust";"impl Solution {
    pub fn crack_safe(n: i32, k: i32) -> String {
        
    }
}";"";"2020-03-25 15:18:20"
6380;513;"Scala";"object Solution {
    def crackSafe(n: Int, k: Int): String = {
 
    }
}";"";"2020-03-25 15:18:20"
6381;513;"Python3";"class Solution:
    def crackSafe(self, n: int, k: int) -> str:";"";"2020-03-25 15:18:20"
6382;513;"JavaScript";"/**
 * @param {number} n
 * @param {number} k
 * @return {string}
 */
var crackSafe = function(n, k) {
 
};";"";"2020-03-25 15:18:20"
6383;513;"Go";"func crackSafe(n int, k int) string {
 
}";"";"2020-03-25 15:18:20"
6384;513;"Swift";"class Solution {
    func crackSafe(_ n: Int, _ k: Int) -> String {
        
    }
}";"";"2020-03-25 15:18:20"
6385;513;"Ruby";"# @param {Integer} n
# @param {Integer} k
# @return {String}
def crack_safe(n, k)
 
end";"";"2020-03-25 15:18:20"
6386;513;"Python";"class Solution(object):
    def crackSafe(self, n, k):
        """"""
        :type n: int
        :type k: int
        :rtype: str
        """"""";"";"2020-03-25 15:18:20"
6387;513;"Kotlin";"class Solution {
    fun crackSafe(n: Int, k: Int): String {
 
    }
}";"";"2020-03-25 15:18:20"
6388;514;"C#";"public class Solution {
    public IList<string> FindLadders(string 
beginWord, string endWord, IList<string> wordList) {
 
    }
}";"";"2020-03-25 15:18:20"
6389;514;"Java";"class Solution {
    public List<String> findLadders(String 
beginWord, String endWord, List<String> wordList) {
 
    }
}";"";"2020-03-25 15:18:20"
6390;514;"C";"/**
 * Note: The returned array must be malloced, 
assume caller calls free().
 */
char** findLadders(char* beginWord, char* endWord, 
char** wordList, int wordListSize, int* returnSize){
 
}";"";"2020-03-25 15:18:20"
6391;514;"Rust";"impl Solution {
    pub fn find_ladders(begin_word: String, 
end_word: String, word_list: Vec<String>) -> 
Vec<String> {
 
    }
}";"";"2020-03-25 15:18:20"
6392;514;"Scala";"object Solution {
    def findLadders(beginWord: String, endWord: 
String, wordList: List[String]): List[String] = {
 
    }
}";"";"2020-03-25 15:18:20"
6393;514;"Go";"func findLadders(beginWord string, endWord string, 
wordList []string) []string {
 
}";"";"2020-03-25 15:18:20"
6394;514;"Kotlin";"class Solution {
    fun findLadders(beginWord: String, endWord: 
String, wordList: List<String>): List<String> {
 
    }
}";"";"2020-03-25 15:18:20"
6395;514;"Python3";"class Solution:
    def findLadders(self, beginWord: str, endWord: 
str, wordList: List[str]) -> List[str]:";"";"2020-03-25 15:18:20"
